code,plain_name,source
L5981,"All lower extremity prostheses, flex-walk system or equal",cms_hcpcs_l2
L5982,"All exoskeletal lower extremity prostheses, axial rotation unit",cms_hcpcs_l2
L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or",cms_hcpcs_l2
L5985,"All endoskeletal lower extremity prostheses, dynamic prosthetic pylon",cms_hcpcs_l2
L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)",cms_hcpcs_l2
L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon",cms_hcpcs_l2
L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",cms_hcpcs_l2
L5990,"Addition to lower extremity prosthesis, user adjustable heel height",cms_hcpcs_l2
L5991,"Addition to lower extremity prostheses, osseointegrated external prosthetic",cms_hcpcs_l2
L5999,"Lower extremity prosthesis, not otherwise specified",cms_hcpcs_l2
L6000,"Partial hand, thumb remaining",cms_hcpcs_l2
L6010,"Partial hand, little and/or ring finger remaining",cms_hcpcs_l2
L6020,"Partial hand, no finger remaining",cms_hcpcs_l2
L6025,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external",cms_hcpcs_l2
L6026,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external",cms_hcpcs_l2
L6028,"Partial hand including fingers, flexible or non-flexible interface,",cms_hcpcs_l2
L6029,"Upper extremity addition, test socket/interface, partial hand including fingers",cms_hcpcs_l2
L6030,"Upper extremity addition, external frame, partial hand including fingers",cms_hcpcs_l2
L6031,"Replacement socket/interface, partial hand including fingers, molded to patient",cms_hcpcs_l2
L6032,"Addition to upper extremity prosthesis, partial hand including fingers,",cms_hcpcs_l2
L6033,"Addition to upper extremity prosthesis, partial hand including fingers, acrylic",cms_hcpcs_l2
L6037,"Immediate post-surgical or early fitting, application of initial rigid",cms_hcpcs_l2
L6050,"Wrist disarticulation, molded socket, flexible elbow hinges, triceps pad",cms_hcpcs_l2
L6055,"Wrist disarticulation, molded socket with expandable interface, flexible elbow",cms_hcpcs_l2
L6100,"Below elbow, molded socket, flexible elbow hinge, triceps pad",cms_hcpcs_l2
L6110,"Below elbow, molded socket, (muenster or northwestern suspension types)",cms_hcpcs_l2
L6120,"Below elbow, molded double wall split socket, step-up hinges, half cuff",cms_hcpcs_l2
L6130,"Below elbow, molded double wall split socket, stump activated locking hinge,",cms_hcpcs_l2
L6200,"Elbow disarticulation, molded socket, outside locking hinge, forearm",cms_hcpcs_l2
L6205,"Elbow disarticulation, molded socket with expandable interface, outside locking",cms_hcpcs_l2
L6250,"Above elbow, molded double wall socket, internal locking elbow, forearm",cms_hcpcs_l2
L6300,"Shoulder disarticulation, molded socket, shoulder bulkhead, humeral section,",cms_hcpcs_l2
L6310,"Shoulder disarticulation, passive restoration (complete prosthesis)",cms_hcpcs_l2
L6320,"Shoulder disarticulation, passive restoration (shoulder cap only)",cms_hcpcs_l2
L6350,"Interscapular thoracic, molded socket, shoulder bulkhead, humeral section,",cms_hcpcs_l2
L6360,"Interscapular thoracic, passive restoration (complete prosthesis)",cms_hcpcs_l2
L6370,"Interscapular thoracic, passive restoration (shoulder cap only)",cms_hcpcs_l2
L6380,"Immediate post surgical or early fitting, application of initial rigid",cms_hcpcs_l2
L6382,"Immediate post surgical or early fitting, application of initial rigid dressing",cms_hcpcs_l2
L6384,"Immediate post surgical or early fitting, application of initial rigid dressing",cms_hcpcs_l2
L6386,"Immediate post surgical or early fitting, each additional cast change and",cms_hcpcs_l2
L6388,"Immediate post surgical or early fitting, application of rigid dressing only",cms_hcpcs_l2
L6400,"Below elbow, molded socket, endoskeletal system, including soft prosthetic",cms_hcpcs_l2
L6450,"Elbow disarticulation, molded socket, endoskeletal system, including soft",cms_hcpcs_l2
L6500,"Above elbow, molded socket, endoskeletal system, including soft prosthetic",cms_hcpcs_l2
L6550,"Shoulder disarticulation, molded socket, endoskeletal system, including soft",cms_hcpcs_l2
L6570,"Interscapular thoracic, molded socket, endoskeletal system, including soft",cms_hcpcs_l2
L6580,"Preparatory, wrist disarticulation or below elbow, single wall plastic socket,",cms_hcpcs_l2
L6582,"Preparatory, wrist disarticulation or below elbow, single wall socket, friction",cms_hcpcs_l2
L6584,"Preparatory, elbow disarticulation or above elbow, single wall plastic socket,",cms_hcpcs_l2
L6586,"Preparatory, elbow disarticulation or above elbow, single wall socket, friction",cms_hcpcs_l2
L6588,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall",cms_hcpcs_l2
L6590,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall",cms_hcpcs_l2
L6600,"Upper extremity additions, polycentric hinge, pair",cms_hcpcs_l2
L6605,"Upper extremity additions, single pivot hinge, pair",cms_hcpcs_l2
L6610,"Upper extremity additions, flexible metal hinge, pair",cms_hcpcs_l2
L6611,"Addition to upper extremity prosthesis, external powered, additional switch,",cms_hcpcs_l2
L6615,"Upper extremity addition, disconnect locking wrist unit",cms_hcpcs_l2
L6616,"Upper extremity addition, additional disconnect insert for locking wrist unit,",cms_hcpcs_l2
L6620,"Upper extremity addition, flexion/extension wrist unit, with or without friction",cms_hcpcs_l2
L6621,"Upper extremity prosthesis addition, flexion/extension wrist with or without",cms_hcpcs_l2
L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch",cms_hcpcs_l2
L6624,"Upper extremity addition, flexion/extension and rotation wrist unit",cms_hcpcs_l2
L6625,"Upper extremity addition, rotation wrist unit with cable lock",cms_hcpcs_l2
L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal",cms_hcpcs_l2
L6629,"Upper extremity addition, quick disconnect lamination collar with coupling",cms_hcpcs_l2
L6630,"Upper extremity addition, stainless steel, any wrist",cms_hcpcs_l2
L6632,"Upper extremity addition, latex suspension sleeve, each",cms_hcpcs_l2
L6635,"Upper extremity addition, lift assist for elbow",cms_hcpcs_l2
L6637,"Upper extremity addition, nudge control elbow lock",cms_hcpcs_l2
L6638,"Upper extremity addition to prosthesis, electric locking feature, only for use",cms_hcpcs_l2
L6640,"Upper extremity additions, shoulder abduction joint, pair",cms_hcpcs_l2
L6641,"Upper extremity addition, excursion amplifier, pulley type",cms_hcpcs_l2
L6642,"Upper extremity addition, excursion amplifier, lever type",cms_hcpcs_l2
L6645,"Upper extremity addition, shoulder flexion-abduction joint, each",cms_hcpcs_l2
L6646,"Upper extremity addition, shoulder joint, multipositional locking, flexion,",cms_hcpcs_l2
L6647,"Upper extremity addition, shoulder lock mechanism, body powered actuator",cms_hcpcs_l2
L6648,"Upper extremity addition, shoulder lock mechanism, external powered actuator",cms_hcpcs_l2
L6650,"Upper extremity addition, shoulder universal joint, each",cms_hcpcs_l2
L6655,"Upper extremity addition, standard control cable, extra",cms_hcpcs_l2
L6660,"Upper extremity addition, heavy duty control cable",cms_hcpcs_l2
L6665,"Upper extremity addition, teflon, or equal, cable lining",cms_hcpcs_l2
L6670,"Upper extremity addition, hook to hand, cable adapter",cms_hcpcs_l2
L6672,"Upper extremity addition, harness, chest or shoulder, saddle type",cms_hcpcs_l2
L6675,"Upper extremity addition, harness, (e.g., figure of eight type), single cable",cms_hcpcs_l2
L6676,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable",cms_hcpcs_l2
L6677,"Upper extremity addition, harness, triple control, simultaneous operation of",cms_hcpcs_l2
L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow",cms_hcpcs_l2
L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow",cms_hcpcs_l2
L6684,"Upper extremity addition, test socket, shoulder disarticulation or",cms_hcpcs_l2
L6686,"Upper extremity addition, suction socket",cms_hcpcs_l2
L6687,"Upper extremity addition, frame type socket, below elbow or wrist",cms_hcpcs_l2
L6688,"Upper extremity addition, frame type socket, above elbow or elbow",cms_hcpcs_l2
L6689,"Upper extremity addition, frame type socket, shoulder disarticulation",cms_hcpcs_l2
L6690,"Upper extremity addition, frame type socket, interscapular-thoracic",cms_hcpcs_l2
L6691,"Upper extremity addition, removable insert, each",cms_hcpcs_l2
L6692,"Upper extremity addition, silicone gel insert or equal, with or without locking",cms_hcpcs_l2
L6693,"Upper extremity addition, locking elbow, forearm counterbalance",cms_hcpcs_l2
L6694,"Addition to upper extremity prosthesis, below elbow/above elbow, custom",cms_hcpcs_l2
L6695,"Addition to upper extremity prosthesis, below elbow/above elbow, custom",cms_hcpcs_l2
L6696,"Addition to upper extremity prosthesis, below elbow/above elbow, custom",cms_hcpcs_l2
L6697,"Addition to upper extremity prosthesis, below elbow/above elbow, custom",cms_hcpcs_l2
L6698,"Addition to upper extremity prosthesis, lock mechanism, excludes socket insert",cms_hcpcs_l2
L6700,"Upper extremity addition, external powered feature, myoelectronic control",cms_hcpcs_l2
L6703,"Terminal device, passive hand/mitt, any material, any size",cms_hcpcs_l2
L6704,"Terminal device, sport/recreational/work attachment, any material, any size",cms_hcpcs_l2
L6706,"Terminal device, hook, mechanical, voluntary opening, any material, any size,",cms_hcpcs_l2
L6707,"Terminal device, hook, mechanical, voluntary closing, any material, any size,",cms_hcpcs_l2
L6708,"Terminal device, hand, mechanical, voluntary opening, any material, any size",cms_hcpcs_l2
L6709,"Terminal device, hand, mechanical, voluntary closing, any material, any size",cms_hcpcs_l2
L6711,"Terminal device, hook, mechanical, voluntary opening, any material, any size,",cms_hcpcs_l2
L6712,"Terminal device, hook, mechanical, voluntary closing, any material, any size,",cms_hcpcs_l2
L6713,"Terminal device, hand, mechanical, voluntary opening, any material, any size,",cms_hcpcs_l2
L6714,"Terminal device, hand, mechanical, voluntary closing, any material, any size,",cms_hcpcs_l2
L6715,"Terminal device, multiple articulating digit, includes motor(s), initial issue",cms_hcpcs_l2
L6721,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any",cms_hcpcs_l2
L6722,"Terminal device, hook or hand, heavy duty, mechanical, voluntary closing, any",cms_hcpcs_l2
L6805,"Addition to terminal device, modifier wrist unit",cms_hcpcs_l2
L6810,"Addition to terminal device, precision pinch device",cms_hcpcs_l2
L6880,"Electric hand, switch or myoelectric controlled, independently articulating",cms_hcpcs_l2
L6881,"Automatic grasp feature, addition to upper limb electric prosthetic terminal",cms_hcpcs_l2
L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal",cms_hcpcs_l2
L6883,"Replacement socket, below elbow/wrist disarticulation, molded to patient model,",cms_hcpcs_l2
L6884,"Replacement socket, above elbow/elbow disarticulation, molded to patient model,",cms_hcpcs_l2
L6885,"Replacement socket, shoulder disarticulation/interscapular thoracic, molded to",cms_hcpcs_l2
L6890,"Addition to upper extremity prosthesis, glove for terminal device, any",cms_hcpcs_l2
L6895,"Addition to upper extremity prosthesis, glove for terminal device, any",cms_hcpcs_l2
L6900,"Hand restoration (casts, shading and measurements included), partial hand, with",cms_hcpcs_l2
L6905,"Hand restoration (casts, shading and measurements included), partial hand, with",cms_hcpcs_l2
L6910,"Hand restoration (casts, shading and measurements included), partial hand, with",cms_hcpcs_l2
L6915,"Hand restoration (shading, and measurements included), replacement glove for",cms_hcpcs_l2
L6920,"Wrist disarticulation, external power, self-suspended inner socket, removable",cms_hcpcs_l2
L6925,"Wrist disarticulation, external power, self-suspended inner socket, removable",cms_hcpcs_l2
L6930,"Below elbow, external power, self-suspended inner socket, removable forearm",cms_hcpcs_l2
L6935,"Below elbow, external power, self-suspended inner socket, removable forearm",cms_hcpcs_l2
L6940,"Elbow disarticulation, external power, molded inner socket, removable humeral",cms_hcpcs_l2
L6945,"Elbow disarticulation, external power, molded inner socket, removable humeral",cms_hcpcs_l2
L6950,"Above elbow, external power, molded inner socket, removable humeral shell,",cms_hcpcs_l2
L6955,"Above elbow, external power, molded inner socket, removable humeral shell,",cms_hcpcs_l2
L6960,"Shoulder disarticulation, external power, molded inner socket, removable",cms_hcpcs_l2
L6965,"Shoulder disarticulation, external power, molded inner socket, removable",cms_hcpcs_l2
L6970,"Interscapular-thoracic, external power, molded inner socket, removable shoulder",cms_hcpcs_l2
L6975,"Interscapular-thoracic, external power, molded inner socket, removable shoulder",cms_hcpcs_l2
L7007,"Electric hand, switch or myoelectric controlled, adult",cms_hcpcs_l2
L7008,"Electric hand, switch or myoelectric, controlled, pediatric",cms_hcpcs_l2
L7009,"Electric hook, switch or myoelectric controlled, adult",cms_hcpcs_l2
L7040,"Prehensile actuator, switch controlled",cms_hcpcs_l2
L7045,"Electric hook, switch or myoelectric controlled, pediatric",cms_hcpcs_l2
L7170,"Electronic elbow, hosmer or equal, switch controlled",cms_hcpcs_l2
L7180,"Electronic elbow, microprocessor sequential control of elbow and terminal device",cms_hcpcs_l2
L7181,"Electronic elbow, microprocessor simultaneous control of elbow and terminal",cms_hcpcs_l2
L7185,"Electronic elbow, adolescent, variety village or equal, switch controlled",cms_hcpcs_l2
L7186,"Electronic elbow, child, variety village or equal, switch controlled",cms_hcpcs_l2
L7190,"Electronic elbow, adolescent, variety village or equal, myoelectronically",cms_hcpcs_l2
L7191,"Electronic elbow, child, variety village or equal, myoelectronically controlled",cms_hcpcs_l2
L7259,"Electronic wrist rotator, any type",cms_hcpcs_l2
L7260,"Electronic wrist rotator, otto bock or equal",cms_hcpcs_l2
L7261,"Electronic wrist rotator, for utah arm",cms_hcpcs_l2
L7360,"Six volt battery, each",cms_hcpcs_l2
L7362,"Battery charger, six volt, each",cms_hcpcs_l2
L7364,"Twelve volt battery, each",cms_hcpcs_l2
L7366,"Battery charger, twelve volt, each",cms_hcpcs_l2
L7367,"Lithium ion battery, rechargeable, replacement",cms_hcpcs_l2
L7368,"Lithium ion battery charger, replacement only",cms_hcpcs_l2
L7400,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation,",cms_hcpcs_l2
L7401,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight",cms_hcpcs_l2
L7402,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular",cms_hcpcs_l2
L7403,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation,",cms_hcpcs_l2
L7404,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic",cms_hcpcs_l2
L7405,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular",cms_hcpcs_l2
L7406,"Addition to upper extremity, user adjustable, mechanical, residual limb volume",cms_hcpcs_l2
L7499,"Upper extremity prosthesis, not otherwise specified",cms_hcpcs_l2
L7510,"Repair of prosthetic device, repair or replace minor parts",cms_hcpcs_l2
L7520,"Repair prosthetic device, labor component, per 15 minutes",cms_hcpcs_l2
L7600,"Prosthetic donning sleeve, any material, each",cms_hcpcs_l2
L7700,"Gasket or seal, for use with prosthetic socket insert, any type, each",cms_hcpcs_l2
L7900,Male vacuum erection system,cms_hcpcs_l2
L7902,"Tension ring, for vacuum erection device, any type, replacement only, each",cms_hcpcs_l2
L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form,",cms_hcpcs_l2
L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form,",cms_hcpcs_l2
L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form,",cms_hcpcs_l2
L8010,"Breast prosthesis, mastectomy sleeve",cms_hcpcs_l2
L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",cms_hcpcs_l2
L8020,"Breast prosthesis, mastectomy form",cms_hcpcs_l2
L8030,"Breast prosthesis, silicone or equal, without integral adhesive",cms_hcpcs_l2
L8031,"Breast prosthesis, silicone or equal, with integral adhesive",cms_hcpcs_l2
L8032,"Nipple prosthesis, prefabricated, reusable, any type, each",cms_hcpcs_l2
L8033,"Nipple prosthesis, custom fabricated, reusable, any material, any type, each",cms_hcpcs_l2
L8035,"Custom breast prosthesis, post mastectomy, molded to patient model",cms_hcpcs_l2
L8039,"Breast prosthesis, not otherwise specified",cms_hcpcs_l2
L8040,"Nasal prosthesis, provided by a non-physician",cms_hcpcs_l2
L8041,"Midfacial prosthesis, provided by a non-physician",cms_hcpcs_l2
L8042,"Orbital prosthesis, provided by a non-physician",cms_hcpcs_l2
L8043,"Upper facial prosthesis, provided by a non-physician",cms_hcpcs_l2
L8044,"Hemi-facial prosthesis, provided by a non-physician",cms_hcpcs_l2
L8045,"Auricular prosthesis, provided by a non-physician",cms_hcpcs_l2
L8046,"Partial facial prosthesis, provided by a non-physician",cms_hcpcs_l2
L8047,"Nasal septal prosthesis, provided by a non-physician",cms_hcpcs_l2
L8048,"Unspecified maxillofacial prosthesis, by report, provided by a non-physician",cms_hcpcs_l2
L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute",cms_hcpcs_l2
L8300,"Truss, single with standard pad",cms_hcpcs_l2
L8310,"Truss, double with standard pads",cms_hcpcs_l2
L8320,"Truss, addition to standard pad, water pad",cms_hcpcs_l2
L8330,"Truss, addition to standard pad, scrotal pad",cms_hcpcs_l2
L8400,"Prosthetic sheath, below knee, each",cms_hcpcs_l2
L8410,"Prosthetic sheath, above knee, each",cms_hcpcs_l2
L8415,"Prosthetic sheath, upper limb, each",cms_hcpcs_l2
L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above",cms_hcpcs_l2
L8420,"Prosthetic sock, multiple ply, below knee, each",cms_hcpcs_l2
L8430,"Prosthetic sock, multiple ply, above knee, each",cms_hcpcs_l2
L8435,"Prosthetic sock, multiple ply, upper limb, each",cms_hcpcs_l2
L8440,"Prosthetic shrinker, below knee, each",cms_hcpcs_l2
L8460,"Prosthetic shrinker, above knee, each",cms_hcpcs_l2
L8465,"Prosthetic shrinker, upper limb, each",cms_hcpcs_l2
L8470,"Prosthetic sock, single ply, fitting, below knee, each",cms_hcpcs_l2
L8480,"Prosthetic sock, single ply, fitting, above knee, each",cms_hcpcs_l2
L8485,"Prosthetic sock, single ply, fitting, upper limb, each",cms_hcpcs_l2
L8499,Unlisted procedure for miscellaneous prosthetic services,cms_hcpcs_l2
L8500,"Artificial larynx, any type",cms_hcpcs_l2
L8501,Tracheostomy speaking valve,cms_hcpcs_l2
L8505,"Artificial larynx replacement battery / accessory, any type",cms_hcpcs_l2
L8507,"Tracheo-esophageal voice prosthesis, patient inserted, any type, each",cms_hcpcs_l2
L8509,"Tracheo-esophageal voice prosthesis, inserted by a licensed health care",cms_hcpcs_l2
L8510,Voice amplifier,cms_hcpcs_l2
L8511,"Insert for indwelling tracheoesophageal prosthesis, with or without valve,",cms_hcpcs_l2
L8512,"Gelatin capsules or equivalent, for use with tracheoesophageal voice",cms_hcpcs_l2
L8513,"Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or",cms_hcpcs_l2
L8514,"Tracheoesophageal puncture dilator, replacement only, each",cms_hcpcs_l2
L8515,"Gelatin capsule, application device for use with tracheoesophageal voice",cms_hcpcs_l2
L8600,"Implantable breast prosthesis, silicone or equal",cms_hcpcs_l2
L8603,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe,",cms_hcpcs_l2
L8604,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant,",cms_hcpcs_l2
L8605,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal",cms_hcpcs_l2
L8606,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe,",cms_hcpcs_l2
L8607,"Injectable bulking agent for vocal cord medialization, 0.1 ml, includes",cms_hcpcs_l2
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii",cms_hcpcs_l2
L8609,Artificial cornea,cms_hcpcs_l2
L8610,Ocular implant,cms_hcpcs_l2
L8612,Aqueous shunt,cms_hcpcs_l2
L8613,Ossicula implant,cms_hcpcs_l2
L8614,"Cochlear device, includes all internal and external components",cms_hcpcs_l2
L8615,"Headset/headpiece for use with cochlear implant device, replacement",cms_hcpcs_l2
L8616,"Microphone for use with cochlear implant device, replacement",cms_hcpcs_l2
L8617,"Transmitting coil for use with cochlear implant device, replacement",cms_hcpcs_l2
L8618,Transmitter cable for use with cochlear implant device or auditory,cms_hcpcs_l2
L8619,"Cochlear implant, external speech processor and controller, integrated system,",cms_hcpcs_l2
L8621,Zinc air battery for use with cochlear implant device and auditory,cms_hcpcs_l2
L8622,"Alkaline battery for use with cochlear implant device, any size, replacement,",cms_hcpcs_l2
L8623,"Lithium ion battery for use with cochlear implant device speech processor,",cms_hcpcs_l2
L8624,Lithium ion battery for use with cochlear implant or auditory osseointegrated,cms_hcpcs_l2
L8625,External recharging system for battery for use with cochlear implant or,cms_hcpcs_l2
L8627,"Cochlear implant, external speech processor, component, replacement",cms_hcpcs_l2
L8628,"Cochlear implant, external controller component, replacement",cms_hcpcs_l2
L8629,"Transmitting coil and cable, integrated, for use with cochlear implant device,",cms_hcpcs_l2
L8630,Metacarpophalangeal joint implant,cms_hcpcs_l2
L8631,"Metacarpal phalangeal joint replacement, two or more pieces, metal (e.g.,",cms_hcpcs_l2
L8641,Metatarsal joint implant,cms_hcpcs_l2
L8642,Hallux implant,cms_hcpcs_l2
L8658,"Interphalangeal joint spacer, silicone or equal, each",cms_hcpcs_l2
L8659,"Interphalangeal finger joint replacement, 2 or more pieces, metal (e.g.,",cms_hcpcs_l2
L8670,"Vascular graft material, synthetic, implant",cms_hcpcs_l2
L8678,Electrical stimulator supplies (external) for use with implantable,cms_hcpcs_l2
L8679,"Implantable neurostimulator, pulse generator, any type",cms_hcpcs_l2
L8680,"Implantable neurostimulator electrode, each",cms_hcpcs_l2
L8681,Patient programmer (external) for use with implantable programmable,cms_hcpcs_l2
L8682,Implantable neurostimulator radiofrequency receiver,cms_hcpcs_l2
L8683,Radiofrequency transmitter (external) for use with implantable neurostimulator,cms_hcpcs_l2
L8684,Radiofrequency transmitter (external) for use with implantable sacral root,cms_hcpcs_l2
L8685,"Implantable neurostimulator pulse generator, single array, rechargeable,",cms_hcpcs_l2
L8686,"Implantable neurostimulator pulse generator, single array, non-rechargeable,",cms_hcpcs_l2
L8687,"Implantable neurostimulator pulse generator, dual array, rechargeable, includes",cms_hcpcs_l2
L8688,"Implantable neurostimulator pulse generator, dual array, non-rechargeable,",cms_hcpcs_l2
L8689,External recharging system for battery (internal) for use with implantable,cms_hcpcs_l2
L8690,"Auditory osseointegrated device, includes all internal and external components",cms_hcpcs_l2
L8691,"Auditory osseointegrated device, external sound processor, excludes",cms_hcpcs_l2
L8692,"Auditory osseointegrated device, external sound processor, used without",cms_hcpcs_l2
L8693,"Auditory osseointegrated device abutment, any length, replacement only",cms_hcpcs_l2
L8694,"Auditory osseointegrated device, transducer/actuator, replacement only, each",cms_hcpcs_l2
L8695,External recharging system for battery (external) for use with implantable,cms_hcpcs_l2
L8696,Antenna (external) for use with implantable diaphragmatic/phrenic nerve,cms_hcpcs_l2
L8698,"Miscellaneous component, supply or accessory for use with total artificial",cms_hcpcs_l2
L8699,"Prosthetic implant, not otherwise specified",cms_hcpcs_l2
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with",cms_hcpcs_l2
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand,",cms_hcpcs_l2
L8720,"External lower extremity sensory prosthetic device, cutaneous stimulation of",cms_hcpcs_l2
L8721,"Receptor sole for use with l8720, replacement, each",cms_hcpcs_l2
L9900,"Orthotic and prosthetic supply, accessory, and/or service component of another",cms_hcpcs_l2
M0001,Advancing cancer care mips value pathways,cms_hcpcs_l2
M0002,Optimal care for kidney health mips value pathways,cms_hcpcs_l2
M0003,Optimal care for patients with episodic neurological conditions mips value,cms_hcpcs_l2
M0004,Quality care for patients with neurological conditions mips value pathway,cms_hcpcs_l2
M0005,Value in primary care mips value pathway,cms_hcpcs_l2
M0010,Enhancing oncology model (eom) monthly enhanced oncology services (meos),cms_hcpcs_l2
M0064,Brief office visit for the sole purpose of monitoring or changing drug,cms_hcpcs_l2
M0075,Cellular therapy,cms_hcpcs_l2
M0076,Prolotherapy,cms_hcpcs_l2
M0100,Intragastric hypothermia using gastric freezing,cms_hcpcs_l2
M0201,"Administration of pneumococcal, influenza, hepatitis b, and/or covid-19 vaccine",cms_hcpcs_l2
M0220,"Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only,",cms_hcpcs_l2
M0221,"Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only,",cms_hcpcs_l2
M0222,"Intravenous injection, bebtelovimab, includes injection and post administration",cms_hcpcs_l2
M0223,"Intravenous injection, bebtelovimab, includes injection and post administration",cms_hcpcs_l2
M0224,"Intravenous infusion, pemivibart, for the pre-exposure prophylaxis only, for",cms_hcpcs_l2
M0239,"Intravenous infusion, bamlanivimab-xxxx, includes infusion and post",cms_hcpcs_l2
M0240,"Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",cms_hcpcs_l2
M0241,"Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",cms_hcpcs_l2
M0243,"Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",cms_hcpcs_l2
M0244,"Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",cms_hcpcs_l2
M0245,"Intravenous infusion, bamlanivimab and etesevimab, includes infusion and post",cms_hcpcs_l2
M0246,"Intravenous infusion, bamlanivimab and etesevimab, includes infusion and post",cms_hcpcs_l2
M0247,"Intravenous infusion, sotrovimab, includes infusion and post administration",cms_hcpcs_l2
M0248,"Intravenous infusion, sotrovimab, includes infusion and post administration",cms_hcpcs_l2
M0249,"Intravenous infusion, tocilizumab, for hospitalized adults and pediatric",cms_hcpcs_l2
M0250,"Intravenous infusion, tocilizumab, for hospitalized adults and pediatric",cms_hcpcs_l2
M0300,Iv chelation therapy (chemical endarterectomy),cms_hcpcs_l2
M0301,Fabric wrapping of abdominal aneurysm,cms_hcpcs_l2
M1000,Pain screened as moderate to severe,cms_hcpcs_l2
M1001,Plan of care to address moderate to severe pain documented on or before the,cms_hcpcs_l2
M1002,Plan of care for moderate to severe pain not documented on or before the date,cms_hcpcs_l2
M1003,Tb screening performed and results interpreted within twelve months prior to,cms_hcpcs_l2
M1004,Documentation of medical reason for not screening for tb or interpreting,cms_hcpcs_l2
M1005,"Tb screening not performed or results not interpreted, reason not given",cms_hcpcs_l2
M1006,"Disease activity not assessed, reason not given",cms_hcpcs_l2
M1007,>=50% of total number of a patient's outpatient ra encounters assessed,cms_hcpcs_l2
M1008,<50% of total number of a patient's outpatient ra encounters assessed,cms_hcpcs_l2
M1009,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1010,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1011,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1012,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1013,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1014,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1015,Discharge/discontinuation of the episode of care documented in the medical,cms_hcpcs_l2
M1016,Female patients unable to bear children,cms_hcpcs_l2
M1017,Patient admitted to palliative care services,cms_hcpcs_l2
M1018,Patients with an active diagnosis or history of cancer (except basal cell and,cms_hcpcs_l2
M1019,Adolescent patients 12 to 17 years of age with major depression or dysthymia,cms_hcpcs_l2
M1020,Adolescent patients 12 to 17 years of age with major depression or dysthymia,cms_hcpcs_l2
M1021,Patient had only urgent care visits during the performance period,cms_hcpcs_l2
M1022,Patients who were in hospice at any time during the performance period,cms_hcpcs_l2
M1023,Adolescent patients 12 to 17 years of age with major depression or dysthymia,cms_hcpcs_l2
M1024,Adolescent patients 12 to 17 years of age with major depression or dysthymia,cms_hcpcs_l2
M1025,Patients who were in hospice at any time during the performance period,cms_hcpcs_l2
M1026,Patients who were in hospice at any time during the performance period,cms_hcpcs_l2
M1027,Imaging of the head (ct or mri) was obtained,cms_hcpcs_l2
M1028,Documentation of patients with primary headache diagnosis and imaging other,cms_hcpcs_l2
M1029,"Imaging of the head (ct or mri) was not obtained, reason not given",cms_hcpcs_l2
